manufacturer,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,gwp_error_ratio,gwp_manufacturing_ratio,assembly_location,server_type,gwp_transport_ratio,gwp_eol_ratio
Lenovo,Workplace,Laptop,219,0.1500,,5,EU,0.2100,,CN,,,
Lenovo,Workplace,Desktop,872,0.6000,,4,US,0.1468,,CN,,,
Lenovo,Workplace,Desktop,881,0.6100,,4,US,0.1975,,CN,,,
Lenovo,Workplace,Desktop,247,0.4800,,5,US,0.1579,,CN,,,
Lenovo,Workplace,Desktop,425,0.3800,,5,WW,0.2188,,CN,,,
Lenovo,Workplace,Desktop,743.08,0.2000,,3,WW,0.2101,,CN,,,
Lenovo,Workplace,Desktop,604,0.5100,,5,WW,0.3295,,WW,,,
Lenovo,Workplace,Desktop,474,0.2800,,5,WW,0.2247,,CN,,,
Lenovo,Workplace,Desktop,624,0.5100,,5,WW,0.3317,,WW,,,
Lenovo,Workplace,Desktop,284,0.4800,,3,US,0.1655,,CN,,,
Lenovo,Workplace,Desktop,753,0.5700,,5,WW,0.1660,,Asia,,,
Lenovo,Workplace,Desktop,570,0.4900,,5,,0.2316,,Asia,,,
Lenovo,Workplace,Desktop,661,0.3600,,1.5,US,0.2678,,CN,,,
Lenovo,Workplace,Desktop,628,0.6600,,5,WW,0.1513,,CN,,,
Lenovo,Workplace,Desktop,272,0.5900,,5,WW,0.3346,,Asia,,,
Lenovo,Workplace,Desktop,640,0.6500,,5,WW,0.1500,,CN,,,
Lenovo,Workplace,Desktop,1150,0.6700,,5,WW,0.2722,,CN,,,
Lenovo,Workplace,Desktop,426,0.4600,,5,WW,0.2981,,CN,,,
Lenovo,Workplace,Desktop,176,0.6700,,5,WW,0.4318,,CN,,,
Lenovo,Workplace,Desktop,327,0.3900,,3,US,0.1865,,CN,,,
Lenovo,Workplace,Desktop,1176,0.6400,,5,WW,0.2891,,CN,,,
Lenovo,Workplace,Desktop,767,0.6400,,5,WW,0.3963,,Asia,,,
Lenovo,Workplace,Desktop,479,0.6300,,5,WW,0.4342,,Asia,,,
Lenovo,Workplace,Desktop,824,0.5600,,5,WW,0.3143,,Asia,,,
Lenovo,Workplace,Desktop,883,0.4800,,5,WW,0.3216,,CN,,,
Lenovo,Workplace,Desktop,894,0.5900,,5,WW,0.3546,,CN,,,
Lenovo,Workplace,Desktop,683,0.4100,,4,EU,0.1933,,CN,,,
Lenovo,Workplace,Desktop,544,0.1600,,4,EU,0.7114,,CN,,,
Lenovo,Workplace,Desktop,741,0.3900,,4,EU,0.1808,,CN,,,
Lenovo,Workplace,Desktop,125.45,0.3000,,3,US,0.2649,,CN,,,
Lenovo,Workplace,Desktop,478,0.4400,,5,WW,0.2950,,CN,,,
Lenovo,Workplace,Desktop,866,0.5800,,5,WW,0.3441,,CN,,,
Lenovo,Workplace,Desktop,474,0.2800,,5,WW,0.2247,,CN,,,
Lenovo,Workplace,Desktop,579,0.4900,,5,WW,0.3264,,CN,,,
Lenovo,Workplace,Desktop,579,0.4900,,5,WW,0.3264,,CN,,,
Lenovo,Workplace,Desktop,756,0.6100,,5,WW,0.1362,,,,,
Lenovo,Workplace,Desktop,670,0.5100,,5,WW,0.3284,,CN,,,
Lenovo,Workplace,Desktop,689,0.6100,,,WW,0.3469,,Asia,,,
Lenovo,Workplace,Desktop,826,0.2700,,,WW,0.1513,,CN,,,
Lenovo,Workplace,Desktop,832,0.4800,,4,US,0.1815,,CN,,,
Lenovo,Workplace,Desktop,597,0.3000,,4,US,0.1273,,CN,,,
Lenovo,Workplace,Desktop,1032,0.5200,,4,US,0.1734,,CN,,,
Lenovo,Workplace,Desktop,690.39,0.2300,,3,WW,0.2062,,CN,,,
Lenovo,Workplace,Desktop,571,0.4100,,5,WW,0.2855,,CN,,,
Lenovo,Workplace,Desktop,494.7,0.2800,,5,WW,0.2274,,CN,,,
Lenovo,Workplace,Desktop,719,0.4900,,5,WW,0.2420,,CN,,,
Lenovo,Workplace,Desktop,622,0.4500,,4,,0.1286,,,,,
Lenovo,Workplace,Desktop,771,0.4900,,4,,0.1388,,,,,
Lenovo,Workplace,Desktop,691,0.4300,,3,WW,0.1375,,Asia,,,
Lenovo,Workplace,Desktop,79,0.3000,,3,US,0.4177,,CN,,,
Lenovo,Workplace,Desktop,310,0.1100,,3,US,0.2323,,CN,,,
Lenovo,Workplace,Desktop,819,0.5500,,5,WW,0.1709,,Asia,,,
Lenovo,Workplace,Desktop,338.082,0.4100,,3,US,0.1916,,CN,,,
Lenovo,Workplace,Desktop,805,0.5300,,5,WW,0.2012,,Asia,,,
Lenovo,Workplace,Desktop,338.082,0.4100,,4,US,0.1916,,CN,,,
Lenovo,Workplace,Desktop,551,0.6600,,3,WW,0.3721,,CN,,,
Lenovo,Workplace,Desktop,248,0.3000,,3,WW,0.3024,,CN,,,
Lenovo,Workplace,Desktop,341,0.4900,,3,WW,0.3255,,CN,,,
Lenovo,Workplace,Desktop,904,0.2000,,,WW,0.1493,,CN,,,
Lenovo,Workplace,Desktop,832,0.4800,,4,US,0.1815,,CN,,,
Lenovo,Workplace,Desktop,600,0.2500,,4,US,0.6183,,CN,,,
Lenovo,Workplace,Desktop,1032,0.5200,,4,US,0.1734,,CN,,,
Lenovo,Workplace,Monitor,305,0.3900,,5,WW,3.2796,,CN,,,
Lenovo,Workplace,Monitor,304,0.3900,,5,WW,0.3059,,CN,,,
Lenovo,Workplace,Monitor,331,0.4200,,5,WW,0.3142,,CN,,,
Lenovo,Workplace,Monitor,308,0.3800,,5,WW,0.3052,,CN,,,
Lenovo,Workplace,Laptop,150,0.1600,,4,US,0.4800,,CN,,,
Lenovo,Workplace,Laptop,150,0.1600,,4,US,0.2400,,CN,,,
Lenovo,Workplace,Laptop,329,0.2800,,,US,0.1368,,CN,,,
Lenovo,Workplace,Laptop,322,0.2900,,,US,0.1398,,CN,,,
Lenovo,Workplace,Laptop,232,0.2000,,,US,0.2026,,CN,,,
Lenovo,Workplace,Laptop,263,0.0700,,2,US,0.2091,,CN,,,
Lenovo,Workplace,Laptop,291,0.3100,,4,US,0.2337,,CN,,,
Lenovo,Workplace,Laptop,354,0.1800,,,US,0.2316,,CN,,,
Lenovo,Workplace,Laptop,272,0.3800,,,US,0.3162,,CN,,,
Lenovo,Workplace,Laptop,272,0.3800,,,US,0.1581,,CN,,,
Lenovo,Workplace,Laptop,296,0.2800,,5,US,0.3784,,CN,,,
Lenovo,Workplace,Laptop,296,0.2800,,5,US,0.1892,,CN,,,
Lenovo,Workplace,Laptop,159,0.1500,,4,US,0.4654,,CN,,,
Lenovo,Workplace,Laptop,415,0.3100,,5,US,0.2699,,CN,,,
Lenovo,Workplace,Laptop,415,0.3100,,5,US,0.1349,,CN,,,
Lenovo,Workplace,Laptop,269,0.3600,,5,US,0.1859,,CN,,,
Lenovo,Workplace,Laptop,385,0.3700,,5,US,0.1740,,CN,,,
Lenovo,Workplace,Laptop,338,0.3500,,5,US,0.1391,,CN,,,
Lenovo,Workplace,Laptop,276,0.1800,,5,EU,0.3913,,CN,,,
Lenovo,Workplace,Laptop,276,0.1800,,5,EU,0.2065,,CN,,,
Lenovo,Workplace,Laptop,300,0.1700,,5,EU,0.2200,,CN,,,
Lenovo,Workplace,Laptop,324,0.2400,,4,US,0.1605,,CN,,,
Lenovo,Workplace,Laptop,351,0.2900,,4,US,0.1624,,CN,,,
Lenovo,Workplace,Laptop,340,0.2300,,4,US,0.1559,,CN,,,
Lenovo,Workplace,Laptop,622,0.1500,,4,US,0.1736,,CN,,,
Lenovo,Workplace,Laptop,304,0.2100,,5,EU,0.1711,,CN,,,
Lenovo,Workplace,Laptop,348,0.1900,,4,US,0.1667,,CN,,,
Lenovo,Workplace,Laptop,622,0.1500,,4,US,0.1736,,CN,,,
Lenovo,Workplace,Laptop,379,0.3000,,,US,0.1398,,CN,,,
Lenovo,Workplace,Laptop,384,0.2500,,4,US,0.1693,,CN,,,
Lenovo,Workplace,Laptop,352,0.2300,,,US,0.1790,,CN,,,
Lenovo,Workplace,Laptop,325,0.2100,,5,EU,0.1815,,CN,,,
Lenovo,Workplace,Laptop,326,0.2300,,5,EU,0.1840,,CN,,,
Lenovo,Workplace,Laptop,273,0.1300,,3,US,0.1319,,CN,,,
Lenovo,Workplace,Laptop,333,0.2600,,4,US,0.1622,,CN,,,
Lenovo,Workplace,Laptop,291,0.2100,,4,US,0.1546,,CN,,,
Lenovo,Workplace,Laptop,499,0.1400,,3,US,0.1242,,CN,,,
Lenovo,Workplace,Laptop,499,0.1400,,3,US,0.1242,,CN,,,
Lenovo,Workplace,Laptop,396,0.2800,,4,US,0.1616,,CN,,,
Lenovo,Workplace,Laptop,329,0.0700,,4,US,0.1672,,CN,,,
Lenovo,Workplace,Laptop,522,0.1300,,3,US,0.1322,,CN,,,
Lenovo,Workplace,Laptop,364,0.2400,,5,US,0.1566,,CN,,,
Lenovo,Workplace,Laptop,344,0.0600,,2,EU,0.1919,,CN,,,
Lenovo,Workplace,Laptop,298,0.1900,,5,WW,0.2081,,CN,,,
Lenovo,Workplace,Laptop,278,0.1400,,1.5,Asia,0.1727,,CN,,,
Lenovo,Workplace,Laptop,334,0.2000,,4,US,0.1587,,CN,,,
Lenovo,Workplace,Laptop,505,0.2300,,5,US,0.1446,,CN,,,
Lenovo,Workplace,Laptop,351,0.3000,,5,US,0.1738,,CN,,,
Lenovo,Workplace,Laptop,441,0.2100,,,US,0.1542,,CN,,,
Lenovo,Workplace,Laptop,442,0.2200,,,US,0.1538,,CN,,,
Lenovo,Workplace,Laptop,359,0.2900,,5,US,0.2089,,CN,,,
Lenovo,Workplace,Laptop,342,0.1600,,3,EU,0.2456,,CN,,,
Lenovo,Workplace,Laptop,809,0.3200,,5,US,0.1286,,CN,,,
Lenovo,Workplace,Laptop,498,0.2000,,5,EU,0.2349,,CN,,,
Lenovo,Workplace,Laptop,937,0.0800,,,US,0.1601,,CN,,,
Lenovo,Workplace,Laptop,457,0.2300,,5,EU,0.1991,,CN,,,
Lenovo,Workplace,Laptop,246,0.2100,,6,US,0.2114,,CN,,,
Lenovo,Workplace,Laptop,360,0.1700,,4,US,0.1583,,CN,,,
Lenovo,Workplace,Laptop,416,0.1300,,2,US,0.1587,,CN,,,
Lenovo,Workplace,Laptop,349,0.1500,,3,US,0.1060,,CN,,,
Lenovo,Workplace,Laptop,349,0.1500,,3,US,0.1060,,CN,,,
Lenovo,Workplace,Laptop,342,0.1800,,3,US,0.1053,,CN,,,
Lenovo,Workplace,Laptop,301,0.1400,,4,US,0.1595,,CN,,,
Lenovo,Workplace,Laptop,315,0.1600,,4,US,0.1524,,CN,,,
Lenovo,Workplace,Laptop,471,0.1400,,4,US,0.1423,,CN,,,
Lenovo,Workplace,Laptop,359,0.2600,,,US,0.1755,,CN,,,
Lenovo,Workplace,Laptop,461,0.1600,,,US,0.1432,,CN,,,
Lenovo,Workplace,Laptop,393,0.3000,,5,US,0.1552,,CN,,,
Lenovo,Workplace,Laptop,466,0.2500,,5,,0.1502,,CN,,,
Lenovo,Workplace,Laptop,440,0.1300,,,US,0.1455,,CN,,,
Lenovo,Workplace,Laptop,350,0.3100,,5,US,0.1714,,CN,,,
Lenovo,Workplace,Laptop,261,0.2600,,5,US,0.2222,,CN,,,
Lenovo,Workplace,Laptop,421,0.1000,,5,EU,0.2565,,CN,,,
Lenovo,Workplace,Laptop,421,0.1000,,5,EU,0.2565,,CN,,,
Lenovo,Workplace,Laptop,304,0.1400,,5,EU,0.2171,,CN,,,
Lenovo,Workplace,Laptop,233,0.1600,,5,EU,0.4077,,CN,,,
Lenovo,Workplace,Laptop,307,0.1400,,5,EU,0.2248,,CN,,,
Lenovo,Workplace,Laptop,353,0.2300,,5,US,0.1756,,CN,,,
Lenovo,Workplace,Laptop,345,0.2600,,4,US,0.1681,,CN,,,
Lenovo,Workplace,Laptop,475,0.2300,,,US,0.1495,,CN,,,
Lenovo,Workplace,Laptop,409,0.3200,,,US,0.1736,,CN,,,
Lenovo,Workplace,Laptop,278,0.1000,,3,EU,0.2950,,CN,,,
Lenovo,Workplace,Laptop,433,0.0900,,5,EU,0.2587,,CN,,,
Lenovo,Workplace,Laptop,455,0.4000,,5,US,0.1451,,CN,,,
Lenovo,Workplace,Laptop,279,0.1700,,,US,0.1971,,CN,,,
Lenovo,Workplace,Laptop,244,0.1600,,,EU,0.2090,,CN,,,
Lenovo,Workplace,Laptop,315,0.2500,,5,US,0.1841,,CN,,,
Lenovo,Workplace,Laptop,295,0.2300,,5,WW,0.2305,,CN,,,
Lenovo,Workplace,Laptop,374,0.2400,,2,,0.1578,,CN,,,
Lenovo,Workplace,Laptop,337,0.2100,,5,,0.1958,,CN,,,
Lenovo,Workplace,Laptop,264,0.1100,,3,EU,0.2652,,CN,,,
Lenovo,Workplace,Laptop,355,0.1900,,,US,0.1746,,CN,,,
Lenovo,Workplace,Laptop,275,0.2500,,4,US,0.1564,,CN,,,
Lenovo,Workplace,Laptop,271,0.2500,,4,US,0.1550,,CN,,,
Lenovo,Workplace,Laptop,269,0.2400,,4,US,0.1561,,CN,,,
Lenovo,Workplace,Laptop,400,0.1800,,4,US,0.1350,,CN,,,
Lenovo,Workplace,Laptop,668,0.1000,,5,US,0.1677,,CN,,,
Lenovo,Workplace,Laptop,258,0.2300,,5,US,0.1822,,CN,,,
Lenovo,Workplace,Laptop,229,0.1500,,5,EU,0.1616,,CN,,,
Lenovo,Workplace,Laptop,246,0.2000,,4,EU,0.1951,,CN,,,
Lenovo,Workplace,Laptop,297,0.1900,,5,,0.1818,,CN,,,
Lenovo,Workplace,Monitor,458,0.5500,,5,US,0.3035,,CN,,,
Lenovo,Workplace,Monitor,293,0.1500,,3,EU,0.2355,,CN,,,
Lenovo,Datacenter,Server,3664,0.5000,,3,US,0.1793,,Asia,,,
Lenovo,Datacenter,Server,2410,0.7700,,3,US,0.1382,,Asia,,,
Lenovo,Datacenter,Server,6267,0.7000,,3,US,0.1936,,Asia,,,
Lenovo,Datacenter,Server,13036,0.3400,,3,US,0.5741,,CN,,,
Lenovo,Datacenter,Server,10058,0.4300,,3,US,0.6456,,Asia,,,
Lenovo,Datacenter,Server,13737,0.3300,,3,US,0.5455,,CN,,,
Lenovo,Datacenter,Server,25144.2,0.7300,,3,US,0.2473,,Asia,,,
Lenovo,Workplace,Monitor,640,0.2000,,5,WW,0.1750,,CN,,,
Lenovo,Workplace,Monitor,295,0.4200,,5,,0.2847,,CN,,,
Lenovo,Workplace,Monitor,405,0.3500,,5,,0.2914,,CN,,,
Lenovo,Workplace,Monitor,442,0.4200,,5,WW,0.4276,,CN,,,
Lenovo,Workplace,Monitor,657.08,0.1600,,5,WW,0.2255,,CN,,,
Lenovo,Workplace,Monitor,633,0.1700,,5,WW,0.2054,,CN,,,
Lenovo,Workplace,Monitor,697.85,0.1700,,5,WW,0.2147,,CN,,,
Lenovo,Workplace,Monitor,649.5,0.4500,,5,WW,0.2288,,CN,,,
Lenovo,Workplace,Monitor,378,0.5000,,5,WW,0.2937,,CN,,,
Lenovo,Workplace,Monitor,754.5,0.2000,,5,WW,0.2266,,CN,,,
Lenovo,Workplace,Monitor,444,0.5300,,3,WW,0.1937,,CN,,,
Lenovo,Workplace,Monitor,213,0.3300,,5,WW,0.3005,,CN,,,
Lenovo,Workplace,Monitor,325,0.3700,,5,WW,0.2677,,CN,,,
Lenovo,Workplace,Monitor,358,0.4600,,5,WW,0.2933,,CN,,,
Lenovo,Workplace,Monitor,352,0.3600,,5,WW,0.2670,,CN,,,
Lenovo,Workplace,Monitor,614,0.6500,,5,WW,0.1954,,CN,,,
Lenovo,Workplace,Monitor,384,0.2000,,2,,0.2969,,CN,,,
Lenovo,Workplace,Monitor,894,0.3900,,5,WW,0.2606,,CN,,,
Lenovo,Workplace,Monitor,545,0.5300,,5,,0.3046,,CN,,,
Lenovo,Workplace,Monitor,689,0.6100,,5,,0.3628,,CN,,,
Lenovo,Workplace,Monitor,442,0.4100,,5,WW,0.3439,,CN,,,
Lenovo,Workplace,Monitor,517,0.4500,,5,WW,0.3366,,CN,,,
Lenovo,Workplace,Monitor,384,0.4000,,5,WW,0.3984,,CN,,,
Lenovo,Workplace,Monitor,303,0.2900,,3,,0.2706,,CN,,,
Lenovo,Workplace,Monitor,442,0.4200,,5,WW,0.4118,,CN,,,
Lenovo,Workplace,Monitor,408,0.4900,,5,WW,0.3333,,CN,,,
Lenovo,Workplace,Monitor,305,0.3400,,2,,0.2656,,CN,,,
Lenovo,Workplace,Monitor,357,0.3500,,5,WW,0.4174,,CN,,,
Lenovo,Workplace,Monitor,334,0.3300,,3,WW,0.2635,,CN,,,
Lenovo,Workplace,Monitor,312,0.2900,,3,,0.2660,,,,,
Lenovo,Workplace,Laptop,287,0.2900,,5,US,0.1742,,CN,,,
Lenovo,Workplace,Laptop,408,0.4400,,5,US,0.2108,,CN,,,
Lenovo,Workplace,Laptop,326,0.2700,,5,US,0.1963,,CN,,,
Lenovo,Workplace,Laptop,408,0.4400,,5,US,0.2108,,CN,,,
Lenovo,Workplace,Laptop,220,0.2200,,5,EU,0.2227,,CN,,,
Lenovo,Workplace,Laptop,297,0.2600,,5,US,0.1852,,CN,,,
Lenovo,Workplace,Desktop,452,0.2500,,,WW,0.2677,,Asia,,,
Lenovo,Workplace,Desktop,677.992,0.1300,,3,WW,0.1903,,CN,,,
Lenovo,Workplace,Laptop,385,0.3800,,5,US,0.3143,,CN,,,
Lenovo,Workplace,Laptop,407,0.3900,,5,US,0.3194,,CN,,,
Lenovo,Workplace,Desktop,765,0.5200,,5,US,0.3059,,CN,,,
Lenovo,Workplace,Laptop,324,0.2400,,5,US,0.2130,,CN,,,
Lenovo,Workplace,Laptop,425,0.3600,,5,US,0.1529,,CN,,,
Lenovo,Workplace,Desktop,699,0.4600,,,WW,0.4220,,CN,,,
Lenovo,Workplace,Desktop,323,0.4400,,5,WW,0.3127,,CN,,,
Lenovo,Workplace,Desktop,323,0.4400,,5,WW,0.3127,,CN,,,
Lenovo,Workplace,Laptop,210,0.2700,,5,EU,0.2381,,CN,,,
Lenovo,Workplace,Laptop,357,0.3600,,5,US,0.1737,,CN,,,
Lenovo,Workplace,Laptop,357,0.3600,,5,US,0.1737,,CN,,,
Lenovo,Workplace,Desktop,293,0.0800,,1.5,US,0.4334,,CN,,,
Lenovo,Workplace,Desktop,875,0.4400,,,WW,0.2937,,CN,,,
Lenovo,Workplace,Desktop,614.38,0.2000,,,WW,0.2013,,Asia,,,
Lenovo,Workplace,Desktop,658.38,0.1800,,,WW,0.2069,,Asia,,,
Lenovo,Workplace,Desktop,640,0.3200,,1.5,US,0.2531,,CN,,,
Lenovo,Workplace,Desktop,659,0.5100,,5,WW,0.2640,,default,,,
Lenovo,Workplace,Desktop,608,0.5800,,,US,0.3470,,CN,,,
Lenovo,Workplace,Desktop,740,0.5800,,5,WW,0.2149,,Asia,,,
Lenovo,Workplace,Desktop,747,0.5700,,5,WW,0.2142,,Asia,,,
Lenovo,Workplace,Desktop,825,0.4700,,5,WW,0.2933,,CN,,,
Lenovo,Workplace,Desktop,678,0.5100,,5,WW,0.3186,,CN,,,
Lenovo,Workplace,Desktop,678,0.5100,,5,WW,0.3186,,CN,,,
Lenovo,Workplace,Desktop,855,0.6600,,5,WW,0.2901,,CN,,,
Lenovo,Workplace,Desktop,663,0.4200,,,WW,0.3922,,CN,,,
Lenovo,Workplace,Desktop,742,0.4500,,,WW,0.3356,,CN,,,
Lenovo,Workplace,Desktop,883,0.4800,,5,WW,0.3216,,CN,,,
Lenovo,Workplace,Desktop,706,0.6000,,5,WW,0.3711,,CN,,,
Lenovo,Workplace,Laptop,252,0.2100,,5,US,0.2063,,CN,,,
Lenovo,Workplace,Laptop,241,0.2500,,5,US,0.1909,,CN,,,
Lenovo,Workplace,Laptop,437,0.3000,,5,US,0.1693,,CN,,,
Lenovo,Workplace,Laptop,437,0.3000,,5,US,0.1693,,CN,,,
Lenovo,Workplace,Laptop,236,0.1600,,5,EU,0.1737,,CN,,,
Lenovo,Workplace,Laptop,306,0.2000,,5,US,0.1667,,CN,,,
Lenovo,Workplace,Laptop,260,0.2400,,5,US,0.2077,,CN,,,
Lenovo,Workplace,Laptop,389,0.4400,,5,US,0.2108,,CN,,,
Lenovo,Workplace,Laptop,405,0.3100,,5,US,0.1457,,CN,,,
Lenovo,Workplace,Laptop,312,0.2500,,5,US,0.1218,,CN,,,
Lenovo,Workplace,Laptop,312,0.2500,,5,US,0.1218,,CN,,,
Lenovo,Workplace,Laptop,283,0.1800,,5,EU,0.1767,,CN,,,
Lenovo,Workplace,Laptop,362,0.1900,,5,EU,0.1878,,CN,,,
Lenovo,Workplace,Laptop,409,0.4400,,5,US,0.2078,,CN,,,
Lenovo,Workplace,Laptop,409,0.4400,,5,US,0.2078,,CN,,,
Lenovo,Workplace,Laptop,365,0.3000,,5,US,0.1397,,CN,,,
Lenovo,Workplace,Laptop,192,0.3800,,3,US,0.3021,,CN,,,
Lenovo,Workplace,Laptop,200,0.1600,,5,US,0.2550,,CN,,,
Lenovo,Workplace,Laptop,200,0.1600,,5,US,0.2550,,CN,,,
Lenovo,Workplace,Laptop,221,0.2300,,5,US,0.2217,,CN,,,
Lenovo,Workplace,Laptop,243,0.2200,,5,US,0.2222,,CN,,,
Lenovo,Workplace,Laptop,291,0.3400,,5,US,0.1649,,CN,,,
Lenovo,Workplace,Laptop,365,0.2800,,5,US,0.1973,,CN,,,
Lenovo,Workplace,Laptop,211,0.3600,,5,US,0.2417,,CN,,,
Lenovo,Workplace,Laptop,329,0.2500,,5,US,0.1915,,CN,,,
Lenovo,Workplace,Laptop,238,0.2300,,5,US,0.2017,,CN,,,
Lenovo,Workplace,Laptop,394,0.1900,,5,US,0.1447,,CN,,,
Lenovo,Workplace,Laptop,238,0.2400,,5,US,0.1975,,CN,,,
Lexmark,Workplace,Printer,8230,0.9891,23.4,5,US,,,,Laser,,
Lexmark,Workplace,Printer,8730,0.9908,24.4,5,US,,,,Laser,,
Lexmark,Workplace,Printer,5590,0.9767,15.08,5,US,,,,Laser Couleur,,
Lexmark,Workplace,Printer,5750,0.9774,16.12,5,US,,,,Laser Couleur,,
Lexmark,Workplace,Printer,6130,0.9788,18.72,5,US,,,,Laser Couleur,,
Lexmark,Workplace,Printer,23800,0.9412,260,5,US,,,,Laser Multi Couleur,,
Lexmark,Workplace,Printer,8770,0.9875,28,5,US,,,,Laser Multi,,
Lexmark,Workplace,Printer,5610,0.9750,17.68,5,US,,,,Laser Multi Couleur,,
Lexmark,Workplace,Printer,5780,0.9740,17.68,5,US,,,,Laser Multi Couleur,,
Lexmark,Workplace,Printer,6150,0.9772,19.24,5,US,,,,Laser Multi Couleur,,
Lexmark,Workplace,Printer,8250,0.9867,22.8,5,US,,,,Laser Multi,,
Samsung,Workplace,Smartphone,20.5,0.357,,2,EU,,0.462,KR,,0.168,0.014
Samsung,Workplace,Smartphone,29.7,0.091,,2,EU,,0.501,KR,,0.178,0.017
Samsung,Workplace,Smartphone,25,0.386,,2,EU,,0.419,KR,,0.183,0.014
Samsung,Workplace,Tablet,62.8,0.232,,2,EU,,0.523,KR,,0.223,0.022
Samsung,Workplace,Tablet,51.2,0.553,,2,EU,,0.252,KR,,0.185,0.011
Samsung,Workplace,Tablet,48.2,0.386,,2,EU,,0.166,KR,,0.166,0.011
Samsung,Workplace,Smartphone,32.3,0.378,,2,EU,,0.465,KR,,0.147,0.010
Seagate,Datacenter,Hard drive,137.7,0.904,34.7,5,,,,,,,
Seagate,Datacenter,Hard drive,266,0.9020,67,5,,,,,3.5in,,
Seagate,Datacenter,Hard drive,151.2,0.7710,32.5,5,,,,,,,
Seagate,Datacenter,Hard drive,180,0.9100,46.4,5,,,,,,,
Seagate,Datacenter,Hard drive,425,0.5800,67.4,5,WW,,,,,,
Seagate,Datacenter,Hard drive,358,0.8200,72.4,5,WW,,,,,,
Seagate,Datacenter,Hard drive,165.6,0.9300,43.4,5,,,,,2.5in,,
Seagate,Datacenter,Hard drive,53.76,0.8570,12.8,5,,,,,3.5in,,
Seagate,Datacenter,Hard drive,195.072,0.7790,42.4,5,,,,,,,
Seagate,Datacenter,SAN/NAS,190000,0.9652,14800,10,,,,,,,
Seagate,Datacenter,Hard drive,205,0.6600,23.6,3,,,,,,,
Seagate,Datacenter,Hard drive,117.75,0.8800,29.04,5,,,,,2.5in,,
